id,date,city,venue,category,title,time,ticketUrl,cost
"491","2021-06-20","Anchorage","The Schwabenhof (Wasilla)","music","Schwabenhof Sunday Blues Jam","4p-8p","",""
"492","2021-06-20","Anchorage","Seaview Café (Hope)","music","Sean Tracey","5p-8:30p","",""
"493","2021-06-20","Anchorage","Willow Trading Post","music","Father’s Day Solstice Party with The Hand Me Downs","6p-10p","",""
"494","2021-06-20","Anchorage","Temple Studios Community Center (Seward)","music","All Ages Open Mic w/ Tyson Davis","6p-8p","",""
"495","2021-06-20","Anchorage","Humpys","music","Those Guys AK Open Mic Night","8p-11p","",""
"496","2021-06-20","Anchorage","Mad Myrna’s","music","Mad Myrna's Karaoke!","8p-12a","",""
"497","2021-06-20","Anchorage","Van’s Dive Bar","music","Open Mic Night w/ Wash Your Hands","8p-1a","",""
"498","2021-06-20","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p-2a","",""
"499","2021-06-20","Anchorage","Yukon Bar (Seward)","music","Open Jam w/ Ben Sayers","9p-12a","",""
"500","2021-06-20","Anchorage","Fairview Inn (Talkeetna)","music","Jimmy Sandy","9p-1a","",""
"501","2021-06-21","Anchorage","Mad Myrna’s","music","LGBTQ Movie Night","6:30p-11p","",""
"502","2021-06-21","Anchorage","American Legion Spenard Post 28","music","Monday Night Karaoke","7p-10p","",""
"503","2021-06-21","Anchorage","Koot’s","music","The Monday Music Mic with Boobs","9p-12a","",""
"504","2021-06-21","Anchorage","Van’s Dive Bar","music","Taking Back Mondays","9p-12a","",""
"505","2021-06-21","Anchorage","Fairview Inn (Talkeetna)","music","Larry, Jimm, & Kayti from the Denali Cooks","9p-1a","",""
"506","2021-06-21","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"507","2021-06-22","Anchorage","Williwaw Social","music","Taco Tuesdays on the Roof with DJ Joe Brady","4p-10p","",""
"508","2021-06-22","Anchorage","Organic Oasis","music","Vintage Soul","5:30p-7:30p","",""
"509","2021-06-22","Anchorage","Koot’s","music","The Eternal Cowboys","5p-8p","",""
"510","2021-06-22","Anchorage","American Legion Spenard Post 28","music","Taco Tuesday Open Mic","6:30p-9:30p","",""
"511","2021-06-22","Anchorage","Klondike Mike’s (Palmer)","music","Moondog Media Open Mic Night","7p-12a","",""
"512","2021-06-22","Anchorage","Van’s Dive Bar","music","Open Jam with the Van's Fam","8:30p-1a","",""
"513","2021-06-22","Anchorage","Mad Myrna’s","comedy","Amateur Drag Show","8p-12a","",""
"514","2021-06-22","Anchorage","Flight Deck Bar and Lounge","music","AK Rockstar Karaoke Tuesday","8p-3a","",""
"515","2021-06-22","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"516","2021-06-23","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"517","2021-06-23","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","",""
"518","2021-06-23","Anchorage","Koot’s","music","Open Decks","10p-3a","",""
"519","2021-06-23","Anchorage","Peratrovich Park","music","Rosie Rush","12p-1p","",""
"520","2021-06-23","Anchorage","Soldotna Creek Park","music","Hott Mess with Ukulele Russ opening!","6p-10p","",""
"521","2021-06-23","Anchorage","Williwaw Social","music","Tones of Summer feat. DJ GRE","6p-11p","",""
"522","2021-06-23","Anchorage","The Schwabenhof (Wasilla)","music","Open Mic at Schwabenhof","7:30p-11:30p","",""
"523","2021-06-23","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"524","2021-06-23","Anchorage","International Hotel and Bar (Fairbanks)","music","Open Mic","8p-12a","",""
"525","2021-06-23","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Wednesday","8p-2a","",""
"526","2021-06-23","Anchorage","Mad Myrna’s","music","Mad Myrna's Karaoke!","9p-12a","",""
"527","2021-06-23","Anchorage","Van’s Dive Bar","music","Karaoke Night With Courtney","9p-12a","",""
"528","2021-07-27","Anchorage","Organic Oasis","music","Vintage Soul","5:30p-7:30p","",""
"529","2021-07-27","Anchorage","Koot’s","music","The Eternal Cowboys","5p-8p","",""
"530","2021-07-27","Anchorage","Klondike Mike’s (Palmer)","music","Moondog Media Open Mic Night w/ Sabrina Speers","7p-12a","",""
"531","2021-07-27","Anchorage","Van’s Dive Bar","music","Open Jam with the Van's Fam","8:30p-1a","",""
"532","2021-07-27","Anchorage","Flight Deck Bar and Lounge","music","AK Rockstar Karaoke Tuesday","8p-2a","",""
"533","2021-07-27","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"534","2021-07-28","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"535","2021-07-28","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","",""
"536","2021-07-28","Anchorage","Koot’s","music","Open Decks","10p-3a","",""
"537","2021-07-28","Anchorage","Peratrovich Park","music","Music in the Park with The Forest that Never Sleeps","12p-1p","",""
"538","2021-07-28","Anchorage","Eastchester Park","music","Anchorage Concert Association: Super Saturated Sugar Strings","6:30p-9p","",""
"539","2021-07-28","Anchorage","Soldotna Creek Park","music","Robb Justice with Duncan Brewer opening","6p-10p","",""
"540","2021-07-28","Anchorage","Williwaw Social","music","Roof Top City Pop ft. DJ GRE & Lloyds Noize","6p-10p","",""
"541","2021-07-28","Anchorage","The Schwabenhof (Wasilla)","music","Open Mic at Schwabenhof","7:30p-11:30p","",""
