id,date,city,venue,category,title,time,ticketUrl,cost
"1136","2023-01-29","Anchorage","The Nave Spenard","music","Rasmuson IAA Workshop and Work Jam","2p-4p","",""
"1137","2023-01-29","Anchorage","Anchorage Community Theater","theatre","A Playwriting Workshop: Writing Your Show","2p-5p","",""
"1138","2023-01-29","Anchorage","Arctic Valley Ski Area","music","Earhoney live at the Afterglow!","2p-5p","",""
"1139","2023-01-29","Anchorage","Juneau-Douglas High School (Juneau)","music","Juneau Symphony Concert: Transformations","3p-5p","",""
"1140","2023-01-29","Anchorage","Anchorage Lutheran Church","music","Armin Abdihodzic & Thomas Tallant","4:30p-6:30p","",""
"1141","2023-01-29","Anchorage","Hering Auditorium (Fairbanks)","music","Cirque Mechanics","4p-6p","",""
"1142","2023-01-29","Anchorage","Fairbanks Ice Art Park (Fairbanks)","music","Dancing Lights Trail","5p-9p","",""
"1143","2023-01-29","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1144","2023-01-29","Anchorage","Humpys","music","Open Mic Jam","8p-11p","",""
"1145","2023-01-29","Anchorage","The Marlin Bar (Fairbanks)","music","Karaoke at the Marlin","8p-12a","",""
"1146","2023-01-29","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"1147","2023-01-29","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p-2a","",""
"1148","2023-01-29","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"1149","2023-01-29","Anchorage","Four Corner’s Lounge (Palmer)","music","Karaoke","9p-2a","",""
"1150","2023-01-30","Anchorage","Temple Studios Community Center (Seward)","music","All Ages Open Jam","5p-6:30p","",""
"1151","2023-01-30","Anchorage","Auxiliary VFW 1685","music","Open Mic Night","6:30p-8:30p","",""
"1152","2023-01-30","Anchorage","K Street Market","music","Jazz Night Open Jam","6:30p-8:30p","",""
"1153","2023-01-30","Anchorage","The Crowbar (Fairbanks)","music","Karaoke Night","8p-12a","",""
"1154","2023-01-30","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"1155","2023-01-30","Anchorage","Van’s Dive Bar","music","Jay Straw's Bass to Mouth Mondays!","9p-12a","",""
"1156","2023-01-31","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"1157","2023-01-31","Anchorage","American Legion Spenard Post 28","music","Acoustic Song Circle","6:30p-9:30p","",""
"1158","2023-01-31","Anchorage","Anchorage Community Theatre","theatre","Play Reader's Club","6p-8p","",""
"1159","2023-01-31","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"1160","2023-01-31","Anchorage","Northstar Theater (Cordova)","dance","Laura Cortese & the Dance Cards","7p-9p","",""
"1161","2023-01-31","Anchorage","Seward Alehouse (Seward)","music","Blackwater Railroad & Friends","8p-12a","",""
"1162","2023-01-31","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"1163","2023-01-31","Anchorage","Van’s Dive Bar","music","OPEN JAM w/ Daylight Mike","9p-12a","",""
"1164","2023-01-31","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"1165","2023-01-31","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"1166","2023-02-01","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"1167","2023-02-01","Anchorage","Lil Babe’s Cocktail Lounge","music","Open Mic 8pm","12a","",""
"1168","2023-02-01","Anchorage","Williwaw Social","music","Culture Shift- February!","6p-7p","",""
"1169","2023-02-01","Anchorage","Palmer Alehouse (Palmer)","music","Lulu Small live","6p-9p","",""
"1170","2023-02-01","Anchorage","Humpys","music","Shawn Pacarro","7:30p-11p","",""
"1171","2023-02-01","Anchorage","907 Alehouse","music","Tyrone Palmer & Friends","7p-10p","",""
"1172","2023-02-01","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"1173","2023-02-01","Anchorage","Schwabenhof (Wasilla)","music","Open Mic","7p-12a","",""
"1174","2023-02-01","Anchorage","Sitka Performing Arts Center (Sitka)","dance","Laura Cortese & the Dance Cards","7p-9p","",""
"1175","2023-02-01","Anchorage","Williwaw Social","music","Beats & Beer: Music Bingo","7p-9p","",""
"1176","2023-02-01","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1177","2023-02-01","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke","8p-12a","",""
"1178","2023-02-01","Anchorage","Koot’s","music","Country Night with DJ Lefty","8p-12a","",""
"1179","2023-02-01","Anchorage","Eddie’s Sports Bar","music","Jukebox Karaoke Roadshow","9p-12a","",""
"1180","2023-02-01","Anchorage","Van’s Dive Bar","music","KARAOKE w/ The Milkman!","9p-12a","",""
"1181","2023-02-01","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"1182","2023-03-29","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"1183","2023-03-29","Anchorage","Lil Babe’s Cocktail Lounge","music","Open Mic 8pm","12a","",""
"1184","2023-03-29","Anchorage","Anchorage Museum","music","Artist-in-Residence: Bethlehem Shalom","12p-2p","",""
"1185","2023-03-29","Anchorage","Palmer Alehouse (Palmer)","music","Larry Zarella live","6p-9p","",""
"1186","2023-03-29","Anchorage","Williwaw Social","music","Beats. Beer. Bingo.","7:30p-9:30p","",""
"1187","2023-03-29","Anchorage","907 Alehouse","music","Tyrone Palmer & Friends","7p-10p","",""
"1188","2023-03-29","Anchorage","Schwabenhof (Wasilla)","music","Open Mic","7p-12a","",""
"1189","2023-03-29","Anchorage","North Pole Alehouse (North Pole)","music","Chris Porter Live","7p-9p","",""
"1190","2023-03-29","Anchorage","The Rookery Café (Juneau)","music","Mountainside Open Mic & Art Night","7p-9p","",""
"1191","2023-03-29","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1192","2023-03-29","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke","8p-11p","",""
"1193","2023-03-29","Anchorage","Koot’s","music","Country Night with DJ Lefty","8p-12a","",""
"1194","2023-03-29","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"1195","2023-03-29","Anchorage","Eddie’s Sports Bar","music","Jukebox Karaoke Roadshow","9p-12a","",""
"1196","2023-03-29","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"1197","2023-03-29","Anchorage","Van’s Dive Bar","music","KARAOKE w/ The Milkman!","9p-12a","",""
"1198","2023-03-29","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"1199","2023-03-30","Anchorage","Lil Babe’s Cocktail Lounge","music","Karaoke 8pm","12a","",""
"1200","2023-03-30","Anchorage","Sullivan’s Steakhouse","music","Melissa ""Jazzmom"" Fischer","5:30p-8:30p","",""
"1201","2023-03-30","Anchorage","Anchorage Museum","music","Museum After Dark","6:30p-9:30p","",""
"1202","2023-03-30","Anchorage","Bartlett High School","festival","Middle School Large Group Festival Orchestra II","6p-7:30p","",""
"1203","2023-03-30","Anchorage","Humpy’s","music","Jared Woods","7:30p-11p","",""
"1204","2023-03-30","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"1205","2023-03-30","Anchorage","Tailgater’s Sport’s Bar & Grill (Wasilla)","music","The AKoustic Project","7p-10p","",""
"1206","2023-03-30","Anchorage","Broken Blender","music","Monte Montepare","7p-9p","",""
"1207","2023-03-30","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Open Mic","8p-11p","",""
"1208","2023-03-30","Anchorage","Garcia’s Cantina & Café (Eagle River)","music","Nothin’ But Trouble","8p-11p","",""
"1209","2023-03-30","Anchorage","The Marlin Bar (Fairbanks)","music","Open Mic Night","8p-11p","",""
"1210","2023-03-30","Anchorage","The Peanut Farm","music","The Jukebox Karaoke","8p-11p","",""
"1211","2023-03-30","Anchorage","4 Royle Parkers (Soldotna)","music","Open Mic w/ Cody Kniceley","8p-12a","",""
"1212","2023-03-30","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"1213","2023-03-30","Anchorage","Mad Myrna’s","comedy","Mad Myrna's Comedy Show Case","9p-11p","",""
"1214","2023-03-30","Anchorage","Four Corner’s Lounge (Palmer)","music","Karaoke Night","9p-1a","",""
"1215","2023-03-31","Anchorage","Alaska Chamber Singers: Mozart","music","Great Mass in C minor","","",""
"1216","2023-03-31","Anchorage","Koot’s","music","Caribbean Night w/ DJ Militant & DJ Jose","10:30p-2a","",""
"1217","2023-03-31","Anchorage","Koot’s","music","The Stack","10:30p-2a","",""
"1218","2023-03-31","Anchorage","The Mug-Shot Saloon (Wasilla)","music","The Glacier Hoppers","10p-2:30a","",""
"1219","2023-03-31","Anchorage","International Hotel & Bar (Fairbanks)","music","Hip-Hop Fridays","10p-2a","",""
"1220","2023-03-31","Anchorage","The Crowbar (Fairbanks)","music","DJ Manny","10p-3:30a","",""
"1221","2023-03-31","Anchorage","The Writer’s Block Bookstore & Café","music","Being QT","4p-7p","",""
"1222","2023-03-31","Anchorage","Sullivan’s Steakhouse","music","Live Music from Tom Bargelski","5:30p-8:30p","",""
"1223","2023-03-31","Anchorage","O’Malley’s on the Green","music","Zen Trembles Live","6:30p-9:30","",""
"1224","2023-03-31","Anchorage","Marie Drake Planetarium (Juneau)","music","Free Show: Hot and Energetic Universe","6p-8:30p","",""
"1225","2023-03-31","Anchorage","Alpenglow Coffee House (Girdwood)","music","Monte Montepare","6p-8p","",""
"1226","2023-03-31","Anchorage","American Legion Post 28","music","Acoustic Steak Night with Travis Watson & Friends!","6p-9p","",""
"1227","2023-03-31","Anchorage","Alaska Center for the Performing Arts","dance","Pulse Dance Company in Concert 2023","7:30p-8:30p","",""
"1228","2023-03-31","Anchorage","Cathedral of Our Lady Guadalupe","music","Alaska Chamber Singers: Mozart - Great Mass in C minor","7:30p-9p","",""
"1229","2023-03-31","Anchorage","UAF Charles Davis Concert Hall (Fairbanks)","music","Emily Anderson FemCon Concert","7:30p-9p","",""
"1230","2023-03-31","Anchorage","Everett’s","music","Comedian Trenton Davis","730p-9p","",""
"1231","2023-03-31","Anchorage","Inlet Towers","music","Williwaw Blue","7p-10p","",""
"1232","2023-03-31","Anchorage","American Legion Post 15 (Palmer)","music","Karaoke","7p-11p","",""
"1233","2023-03-31","Anchorage","Floaters (Big Lake)","music","Open Mic Night","7p-12a","",""
"1234","2023-03-31","Anchorage","The Fraternal Order of Eagles Aerie 4207","music","Karaoke Friday at the Eagles!","7p-12a","",""
"1235","2023-03-31","Anchorage","Cafecito Bonito","music","Daydreaming in Spanglish: Spoken Word Poetry by Raquel Polanco","7p-9p","",""
"1236","2023-03-31","Anchorage","Cyrano’s Theatre Building","music","The Book Club","7p-9p","",""
"1237","2023-03-31","Anchorage","Goldies AK (Fairbanks)","music","Chris Porter Live at Goldie's AK!","7p-9p","",""
"1238","2023-03-31","Anchorage","The Spur (Fairbanks)","music","Chris Porter Live in AK!","7p-9p","",""
"1239","2023-03-31","Anchorage","Humpy’s","music","The Vintage Retro","8:30p-1:30a","",""
"1240","2023-03-31","Anchorage","The Gaslight Bar","music","The Jukebox Karaoke Roadshow","8p-11p","",""
"1241","2023-03-31","Anchorage","wBroken Blender","music","Sweet Cheeks Cabaret: 10th Anniversary Hullabaloo: Pandora's Box","8p-9:30p","",""
"1242","2023-03-31","Anchorage","Fairview Inn (Talkeetna)","music","Jimmy Sandy","9-1a","",""
"1243","2023-03-31","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:30p","",""
"1244","2023-03-31","Anchorage","Van’s Dive Bar","music","3000-21, Nalimu and special guests live","9p-12a","",""
"1245","2023-03-31","Anchorage","Alaska Dance Promotions","dance","Friday Night Dance Lounge","9p-1a","",""
"1246","2023-03-31","Anchorage","Sitzmark (Girdwood)","music","Past Our Prime","9p-1a","",""
"1247","2023-04-01","Anchorage","Arctic Entries","comedy","Joke's On You","","",""
"1248","2023-04-01","Anchorage","The Carousel Lounge","music","First Saturdays Live Country Music feat. Todd Grebe & Cold Country","10p-2a","",""
"1249","2023-04-01","Anchorage","Van’s Dive Bar","music","Loaded Karma LIVE 9p-1aWilliwaw Social - Bad Bunny Night w/ DJ Joe Brady & DJ Jose","10p-2a","",""
"1250","2023-04-01","Anchorage","Arctic Valley Ski Area","festival","Live Music at the Merry Marmot Festival! Zen Trembles, Matt & Co, Loaded Karma, & The Amalgajam!","11:30a-8:30p","",""
"1251","2023-04-01","Anchorage","Mountain View Public Library","community","Community Drumming Circle","3-4:30p","",""
"1252","2023-04-01","Anchorage","Hilltop Ski Area","music","2023 Pond Skim Contest","3p-5p","",""
"1253","2023-04-01","Anchorage","UAA Residence Life","music","Poetry Night","5p-11p","",""
"1254","2023-04-01","Anchorage","Anchorage Museum of History and Art","music","Sound Movement Environment: Burtner and Sperling performance","5p-8p","",""
"1255","2023-04-01","Anchorage","49th State Brewing","dance","North x North Arctic Dance Party: Hip Hop Showcase feat. SlinCraze & Air Jazz","6:30p-8:30p","",""
"1256","2023-04-01","Anchorage","Williwaw Social","dance","North x North Arctic Dance Party: The Builders & the Butchers","6:30p-8:30p","",""
"1257","2023-04-01","Anchorage","Alaska Center for the Performing Arts","music","Anchorage Community Concert Band: Going Places","7:30p-9p","",""
"1258","2023-04-01","Anchorage","Christ Community Church","music","Improvaganza 2023","7p-10p","",""
"1259","2023-04-01","Anchorage","Sheldon Community Arts Hangar (Talkeetna)","comedy","Arctic Entries - Joke's On You","7p-8:10p","",""
"1260","2023-04-01","Anchorage","Koot’s","music","Comedian Trenton Davis","7p-8:30p & 9p-10:30p","",""
"1261","2023-04-01","Anchorage","Organic Oasis","music","10 Dollar Bet","7p-9p","",""
"1262","2023-04-01","Anchorage","Koot’s","music","Viva Spenard 14","8:30p-11p","",""
"1263","2023-04-01","Anchorage","Anchorage Moose Lodge","music","Danger Money Live","8p-12a","",""
"1264","2023-04-01","Anchorage","Broken Blender","music","Sweet Cheeks Cabaret: 10th Anniversary Hullabaloo: It's Phoebe's Line Anyway","8p-9:30p","",""
"1265","2023-04-01","Anchorage","Humpy’s","music","Unknowns","9:30p-1a","",""
"1266","2023-04-02","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","",""
"1267","2023-04-02","Anchorage","Pioneer Bar","music","Industry Night w/ Joe Brady","10p-2a","",""
"1268","2023-04-02","Anchorage","Broken Blender","music","Sweet Cheeks Cabaret: 10th Anniversary Hullabaloo: Violet's Voluptuously Visual Show","12:30p-2p","",""
"1269","2023-04-02","Anchorage","Arctic Valley Ski Area","music","J Stevens Live","12p-3p","",""
"1270","2023-04-02","Anchorage","Alaska Center for the Performing Arts","music","Anchorage Symphony's ""Family Concert""","3p-4p","",""
"1271","2023-04-02","Anchorage","Cyrano’s Theatre Building","music","The Book Club","3p-5p","",""
"1272","2023-04-02","Anchorage","Juneau-Douglas High School (Juneau)","music","Summits Mainstage Concert","3p-5p","",""
"1273","2023-04-02","Anchorage","Arctic Valley Ski Area","music","Phil Gilcrease Live Looping Solo Show","4p-7p","",""
"1274","2023-04-02","Anchorage","Red Dog Saloon (Juneau)","dance","Sunday Swing","6p-9p","",""
"1275","2023-04-02","Anchorage","Out North Theatre","music","No Starving Artists: Athena Nuff and Synclaire Butler","7p-9p","",""
"1276","2023-04-02","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1277","2023-04-02","Anchorage","Humpys","music","Open Mic Jam","8p-11p","",""
"1278","2023-04-02","Anchorage","The Marlin Bar (Fairbanks)","music","Karaoke at the Marlin","8p-12a","",""
"1279","2023-04-02","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"1280","2023-04-02","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p-2a","",""
"1281","2023-04-02","Anchorage","Four Corner’s Lounge (Palmer)","music","Karaoke","9p-2a","",""
"1282","2023-04-03","Anchorage","Temple Studios Community Center (Seward)","music","All Ages Open Jam","5p-6:30p","",""
"1283","2023-04-03","Anchorage","Auxiliary VFW 1685","music","Open Mic Night","6:30p-8:30p","",""
"1284","2023-04-03","Anchorage","K Street Market","music","Jazz Night Open Jam","6:30p-8:30p","",""
"1285","2023-04-03","Anchorage","West High School","festival","Middle School Large Group Festival Choir I","6p-7:30p","",""
"1286","2023-04-03","Anchorage","Van’s Dive Bar","comedy","B4UDie Comedy Fest Kickoff Party","6p-9p","",""
"1287","2023-04-03","Anchorage","The Crowbar (Fairbanks)","music","Karaoke Night","8p-12a","",""
"1288","2023-04-03","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"1289","2023-04-03","Anchorage","Van’s Dive Bar","music","Jay Straw's Bass to Mouth Mondays!","9p-12a","",""
"1290","2023-04-04","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"1291","2023-04-04","Anchorage","American Legion Spenard Post 28","music","Taco Tuesday Open Mic w/Uncle Jim!","6:30p-9:30p","",""
"1292","2023-04-04","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"1293","2023-04-04","Anchorage","Koot’s","comedy","Local Legends Comedy Showcase","7p-10p","",""
"1294","2023-04-04","Anchorage","Orso’s","music","Witty Youngman","7p-10p","",""
"1295","2023-04-04","Anchorage","Seward Alehouse (Seward)","music","Blackwater Railroad & Friends","8p-12a","",""
"1296","2023-04-04","Anchorage","Van’s Dive Bar","music","Open Jam Tuesday","9p-12a","",""
